scale_factor;engine;query;cache_mode;run_index;elapsed_ms;record_count
SF3;fuseki;Q04;cold;13;1386,122;10
SF3;fuseki;Q04;cold;14;1364,631;10
SF3;fuseki;Q04;cold;15;1434,849;10
SF3;fuseki;Q04;cold;16;1343,981;10
SF3;fuseki;Q04;cold;17;1412,067;10
SF3;fuseki;Q04;cold;18;1390,290;10
SF3;fuseki;Q04;cold;19;1391,469;10
SF3;fuseki;Q04;cold;20;1399,472;10
SF3;fuseki;Q04;cold;21;1429,682;10
SF3;fuseki;Q04;cold;22;1394,121;10
SF3;fuseki;Q04;cold;23;1389,989;10
SF3;fuseki;Q04;cold;24;1354,789;10
SF3;fuseki;Q04;cold;25;1391,674;10
SF3;fuseki;Q04;cold;26;1466,620;10
SF3;fuseki;Q04;cold;27;1392,755;10
SF3;fuseki;Q04;cold;28;1512,718;10
SF3;fuseki;Q04;cold;29;1333,258;10
SF3;fuseki;Q04;cold;30;1432,794;10
SF3;neo4j;Q04;cold;1;3750,591;10
SF3;neo4j;Q04;cold;2;3673,513;10
SF3;neo4j;Q04;cold;3;3610,539;10
SF3;neo4j;Q04;cold;4;3381,365;10
SF3;neo4j;Q04;cold;5;2579,481;10
SF3;neo4j;Q04;cold;6;2519,451;10
SF3;neo4j;Q04;cold;7;3734,003;10
SF3;neo4j;Q04;cold;8;2600,502;10
SF3;neo4j;Q04;cold;9;2516,388;10
SF3;neo4j;Q04;cold;10;2438,862;10
SF3;neo4j;Q04;cold;11;2469,380;10
SF3;neo4j;Q04;cold;12;2525,912;10
SF3;neo4j;Q04;cold;13;2461,011;10
SF3;neo4j;Q04;cold;14;2554,160;10
SF3;neo4j;Q04;cold;15;2504,282;10
SF3;neo4j;Q04;cold;16;2677,992;10
SF3;neo4j;Q04;cold;17;2507,133;10
SF3;neo4j;Q04;cold;18;2518,414;10
SF3;neo4j;Q04;cold;19;2543,516;10
SF3;neo4j;Q04;cold;20;2487,579;10
SF3;neo4j;Q04;cold;21;2683,661;10
SF3;neo4j;Q04;cold;22;2542,655;10
SF3;neo4j;Q04;cold;23;2460,719;10
SF3;neo4j;Q04;cold;24;2430,728;10
SF3;neo4j;Q04;cold;25;2568,794;10
SF3;neo4j;Q04;cold;26;3894,847;10
SF3;neo4j;Q04;cold;27;4192,859;10
SF3;neo4j;Q04;cold;28;4346,526;10
SF3;neo4j;Q04;cold;29;2387,125;10
SF3;neo4j;Q04;cold;30;2452,170;10
SF3;gql;Q04;cold;1;2457,338;10
SF3;gql;Q04;cold;2;2492,785;10
SF3;gql;Q04;cold;3;2473,912;10
SF3;gql;Q04;cold;4;2452,099;10
SF3;gql;Q04;cold;5;2515,778;10
SF3;gql;Q04;cold;6;3360,918;10
SF3;gql;Q04;cold;7;3723,869;10
SF3;gql;Q04;cold;8;3745,613;10
SF3;gql;Q04;cold;9;4104,011;10
SF3;gql;Q04;cold;10;3644,899;10
SF3;gql;Q04;cold;11;3924,039;10
SF3;gql;Q04;cold;12;3739,791;10
SF3;gql;Q04;cold;13;3703,245;10
SF3;gql;Q04;cold;14;3693,613;10
SF3;gql;Q04;cold;15;3678,648;10
SF3;gql;Q04;cold;16;3737,321;10
SF3;gql;Q04;cold;17;3765,730;10
SF3;gql;Q04;cold;18;3697,936;10
SF3;gql;Q04;cold;19;3935,490;10
