scale_factor;engine;query;cache_mode;run_index;elapsed_ms;record_count
SF1;fuseki;Q05;warm;7;738,564;10
SF1;fuseki;Q05;warm;8;752,309;10
SF1;fuseki;Q05;warm;9;733,058;10
SF1;fuseki;Q05;warm;10;748,660;10
SF1;fuseki;Q05;warm;11;741,827;10
SF1;fuseki;Q05;warm;12;823,605;10
SF1;fuseki;Q05;warm;13;746,899;10
SF1;fuseki;Q05;warm;14;813,018;10
SF1;fuseki;Q05;warm;15;751,073;10
SF1;fuseki;Q05;warm;16;750,677;10
SF1;fuseki;Q05;warm;17;742,142;10
SF1;fuseki;Q05;warm;18;786,636;10
SF1;fuseki;Q05;warm;19;779,682;10
SF1;fuseki;Q05;warm;20;838,890;10
SF1;fuseki;Q05;warm;21;745,635;10
SF1;fuseki;Q05;warm;22;737,172;10
SF1;fuseki;Q05;warm;23;781,270;10
SF1;fuseki;Q05;warm;24;804,101;10
SF1;fuseki;Q05;warm;25;763,346;10
SF1;fuseki;Q05;warm;26;749,247;10
SF1;fuseki;Q05;warm;27;796,479;10
SF1;fuseki;Q05;warm;28;742,029;10
SF1;fuseki;Q05;warm;29;754,511;10
SF1;fuseki;Q05;warm;30;740,307;10
SF1;neo4j;Q05;warm;1;99,890;10
SF1;neo4j;Q05;warm;2;102,354;10
SF1;neo4j;Q05;warm;3;77,459;10
SF1;neo4j;Q05;warm;4;69,730;10
SF1;neo4j;Q05;warm;5;67,449;10
SF1;neo4j;Q05;warm;6;69,153;10
SF1;neo4j;Q05;warm;7;69,639;10
SF1;neo4j;Q05;warm;8;64,668;10
SF1;neo4j;Q05;warm;9;63,291;10
SF1;neo4j;Q05;warm;10;63,223;10
SF1;neo4j;Q05;warm;11;67,598;10
SF1;neo4j;Q05;warm;12;63,901;10
SF1;neo4j;Q05;warm;13;73,643;10
SF1;neo4j;Q05;warm;14;64,446;10
SF1;neo4j;Q05;warm;15;64,663;10
SF1;neo4j;Q05;warm;16;73,478;10
SF1;neo4j;Q05;warm;17;141,894;10
SF1;neo4j;Q05;warm;18;65,575;10
SF1;neo4j;Q05;warm;19;115,826;10
SF1;neo4j;Q05;warm;20;67,963;10
SF1;neo4j;Q05;warm;21;75,435;10
SF1;neo4j;Q05;warm;22;67,819;10
SF1;neo4j;Q05;warm;23;64,535;10
SF1;neo4j;Q05;warm;24;104,615;10
SF1;neo4j;Q05;warm;25;625,043;10
SF1;neo4j;Q05;warm;26;71,912;10
SF1;neo4j;Q05;warm;27;97,401;10
SF1;neo4j;Q05;warm;28;69,508;10
SF1;neo4j;Q05;warm;29;69,498;10
SF1;neo4j;Q05;warm;30;68,754;10
SF1;gql;Q05;warm;1;66,740;10
SF1;gql;Q05;warm;2;66,342;10
SF1;gql;Q05;warm;3;65,569;10
SF1;gql;Q05;warm;4;67,608;10
SF1;gql;Q05;warm;5;66,181;10
SF1;gql;Q05;warm;6;138,932;10
SF1;gql;Q05;warm;7;70,749;10
SF1;gql;Q05;warm;8;65,873;10
SF1;gql;Q05;warm;9;65,756;10
SF1;gql;Q05;warm;10;64,605;10
SF1;gql;Q05;warm;11;64,061;10
SF1;gql;Q05;warm;12;64,619;10
SF1;gql;Q05;warm;13;68,711;10
SF1;gql;Q05;warm;14;65,747;10
SF1;gql;Q05;warm;15;66,482;10
SF1;gql;Q05;warm;16;65,968;10
SF1;gql;Q05;warm;17;147,952;10
SF1;gql;Q05;warm;18;80,570;10
SF1;gql;Q05;warm;19;72,639;10
SF1;gql;Q05;warm;20;64,800;10
SF1;gql;Q05;warm;21;63,135;10
SF1;gql;Q05;warm;22;60,778;10
SF1;gql;Q05;warm;23;64,288;10
SF1;gql;Q05;warm;24;71,775;10
SF1;gql;Q05;warm;25;65,754;10
SF1;gql;Q05;warm;26;63,690;10
SF1;gql;Q05;warm;27;67,532;10
SF1;gql;Q05;warm;28;64,110;10
SF1;gql;Q05;warm;29;67,841;10
SF1;gql;Q05;warm;30;67,593;10
SF1;fuseki;Q06;warm;1;12852,612;10
SF1;fuseki;Q06;warm;2;12606,121;10
SF1;fuseki;Q06;warm;3;11980,701;10
SF1;fuseki;Q06;warm;4;11333,993;10
SF1;fuseki;Q06;warm;5;10644,469;10
SF1;fuseki;Q06;warm;6;10366,672;10
SF1;fuseki;Q06;warm;7;10169,361;10
SF1;fuseki;Q06;warm;8;10113,383;10
SF1;fuseki;Q06;warm;9;9231,137;10
SF1;fuseki;Q06;warm;10;8493,282;10
SF1;fuseki;Q06;warm;11;8022,506;10
SF1;fuseki;Q06;warm;12;8204,379;10
SF1;fuseki;Q06;warm;13;7974,550;10
SF1;fuseki;Q06;warm;14;7971,825;10
SF1;fuseki;Q06;warm;15;7911,770;10
SF1;fuseki;Q06;warm;16;8364,493;10
SF1;fuseki;Q06;warm;17;8060,861;10
SF1;fuseki;Q06;warm;18;8682,635;10
SF1;fuseki;Q06;warm;19;8011,806;10
SF1;fuseki;Q06;warm;20;8354,030;10
SF1;fuseki;Q06;warm;21;8021,302;10
SF1;fuseki;Q06;warm;22;8370,327;10
SF1;fuseki;Q06;warm;23;7820,481;10
SF1;fuseki;Q06;warm;24;8164,161;10
SF1;fuseki;Q06;warm;25;8099,307;10
SF1;fuseki;Q06;warm;26;8136,133;10
SF1;fuseki;Q06;warm;27;8413,862;10
SF1;fuseki;Q06;warm;28;8027,952;10
SF1;fuseki;Q06;warm;29;8117,739;10
SF1;fuseki;Q06;warm;30;8204,031;10
SF1;neo4j;Q06;warm;1;1377,621;10
SF1;neo4j;Q06;warm;2;1423,208;10
SF1;neo4j;Q06;warm;3;1411,896;10
SF1;neo4j;Q06;warm;4;1593,786;10
SF1;neo4j;Q06;warm;5;1282,229;10
SF1;neo4j;Q06;warm;6;1302,166;10
SF1;neo4j;Q06;warm;7;1301,202;10
SF1;neo4j;Q06;warm;8;1309,370;10
SF1;neo4j;Q06;warm;9;1700,518;10
SF1;neo4j;Q06;warm;10;1301,372;10
SF1;neo4j;Q06;warm;11;1349,450;10
SF1;neo4j;Q06;warm;12;1319,716;10
SF1;neo4j;Q06;warm;13;1305,153;10
SF1;neo4j;Q06;warm;14;1297,000;10
SF1;neo4j;Q06;warm;15;1344,328;10
SF1;neo4j;Q06;warm;16;1481,137;10
SF1;neo4j;Q06;warm;17;1304,717;10
SF1;neo4j;Q06;warm;18;1289,258;10
SF1;neo4j;Q06;warm;19;1297,019;10
SF1;neo4j;Q06;warm;20;1257,518;10
SF1;neo4j;Q06;warm;21;1231,386;10
SF1;neo4j;Q06;warm;22;1339,399;10
